CoffeeName;Price;TimeOfDay;Weekday;MonthName
Americano;25,96;Afternoon;Tue;Oct
Americano;25,96;Afternoon;Tue;Oct
Latte;35,76;Afternoon;Tue;Oct
Latte;35,76;Afternoon;Tue;Oct
Latte;35,76;Afternoon;Tue;Oct
Latte;35,76;Afternoon;Tue;Oct
Americano;25,96;Afternoon;Tue;Oct
Americano with Milk;30,86;Afternoon;Tue;Oct
Hot Chocolate;35,76;Night;Tue;Oct
Cappuccino;35,76;Night;Tue;Oct
Latte;35,76;Night;Tue;Oct
Americano with Milk;30,86;Night;Tue;Oct
Americano with Milk;30,86;Night;Tue;Oct
Latte;35,76;Morning;Wed;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Latte;35,76;Morning;Wed;Oct
Espresso;21,06;Morning;Wed;Oct
Americano;25,96;Morning;Wed;Oct
Latte;35,76;Afternoon;Wed;Oct
Americano with Milk;30,86;Afternoon;Wed;Oct
Cappuccino;35,76;Night;Wed;Oct
Americano;25,96;Night;Wed;Oct
Espresso;21,06;Night;Wed;Oct
Cappuccino;35,76;Night;Wed;Oct
Americano;25,96;Morning;Thu;Oct
Americano with Milk;30,86;Morning;Thu;Oct
Hot Chocolate;35,76;Morning;Thu;Oct
Latte;35,76;Morning;Thu;Oct
Cortado;25,96;Morning;Thu;Oct
Cortado;25,96;Morning;Thu;Oct
Latte;35,76;Morning;Thu;Oct
Latte;35,76;Morning;Thu;Oct
Cappuccino;35,76;Afternoon;Thu;Oct
Latte;35,76;Night;Thu;Oct
Americano;25,96;Night;Thu;Oct
Americano with Milk;30,86;Night;Thu;Oct
Latte;35,76;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Americano with Milk;30,86;Morning;Fri;Oct
Latte;35,76;Morning;Fri;Oct
Cortado;25,96;Morning;Fri;Oct
Latte;35,76;Morning;Fri;Oct
Cocoa;35,76;Morning;Fri;Oct
Cocoa;35,76;Morning;Fri;Oct
Americano with Milk;30,86;Morning;Fri;Oct
Hot Chocolate;35,76;Morning;Fri;Oct
Americano with Milk;30,86;Morning;Fri;Oct
Cortado;25,96;Morning;Fri;Oct
Americano;25,96;Morning;Fri;Oct
Americano;25,96;Morning;Fri;Oct
Americano with Milk;30,86;Morning;Fri;Oct
Latte;35,76;Afternoon;Fri;Oct
Americano;25,96;Afternoon;Fri;Oct
Americano;25,96;Afternoon;Fri;Oct
Cocoa;35,76;Afternoon;Fri;Oct
Americano;25,96;Afternoon;Fri;Oct
Cappuccino;35,76;Afternoon;Fri;Oct
Latte;35,76;Night;Fri;Oct
Hot Chocolate;35,76;Night;Fri;Oct
Hot Chocolate;35,76;Night;Fri;Oct
Latte;35,76;Night;Fri;Oct
Americano with Milk;30,86;Night;Fri;Oct
Hot Chocolate;35,76;Night;Fri;Oct
Hot Chocolate;35,76;Night;Fri;Oct
Cortado;25,96;Morning;Sat;Oct
Cortado;25,96;Morning;Sat;Oct
Cortado;25,96;Morning;Sat;Oct
Latte;35,76;Morning;Sat;Oct
Americano with Milk;30,86;Morning;Sat;Oct
Cappuccino;35,76;Afternoon;Sat;Oct
Latte;35,76;Night;Sat;Oct
Cortado;25,96;Morning;Sun;Oct
Americano with Milk;30,86;Afternoon;Sun;Oct
Cortado;25,96;Afternoon;Sun;Oct
Espresso;21,06;Afternoon;Sun;Oct
Cortado;25,96;Afternoon;Sun;Oct
Latte;35,76;Night;Sun;Oct
Latte;35,76;Night;Sun;Oct
Cappuccino;35,76;Night;Sun;Oct
Cappuccino;35,76;Night;Sun;Oct
Americano with Milk;30,86;Morning;Mon;Oct
Cocoa;35,76;Morning;Mon;Oct
Cortado;25,96;Morning;Mon;Oct
Latte;35,76;Morning;Mon;Oct
Latte;35,76;Morning;Mon;Oct
Cappuccino;35,76;Morning;Mon;Oct
Americano;25,96;Morning;Mon;Oct
Americano;25,96;Morning;Mon;Oct
Latte;35,76;Afternoon;Mon;Oct
Latte;35,76;Afternoon;Mon;Oct
Americano;25,96;Afternoon;Mon;Oct
Latte;35,76;Night;Mon;Oct
Cappuccino;35,76;Night;Mon;Oct
Latte;35,76;Night;Mon;Oct
Latte;35,76;Night;Mon;Oct
Latte;35,76;Night;Mon;Oct
Cortado;25,96;Morning;Tue;Oct
Espresso;21,06;Morning;Tue;Oct
Hot Chocolate;35,76;Morning;Tue;Oct
Latte;35,76;Morning;Tue;Oct
Hot Chocolate;35,76;Morning;Tue;Oct
Latte;35,76;Afternoon;Tue;Oct
Americano with Milk;30,86;Afternoon;Tue;Oct
Latte;35,76;Afternoon;Tue;Oct
Americano;25,96;Afternoon;Tue;Oct
Espresso;21,06;Afternoon;Tue;Oct
Hot Chocolate;35,76;Night;Tue;Oct
Americano;25,96;Night;Tue;Oct
Cocoa;35,76;Night;Tue;Oct
Latte;35,76;Night;Tue;Oct
Latte;35,76;Night;Tue;Oct
Hot Chocolate;35,76;Night;Tue;Oct
Hot Chocolate;35,76;Night;Tue;Oct
Latte;35,76;Night;Tue;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Hot Chocolate;35,76;Morning;Wed;Oct
Latte;35,76;Morning;Wed;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Americano;25,96;Morning;Wed;Oct
Americano with Milk;30,86;Afternoon;Wed;Oct
Americano;25,96;Afternoon;Wed;Oct
Latte;35,76;Afternoon;Wed;Oct
Americano with Milk;30,86;Night;Wed;Oct
Americano with Milk;30,86;Night;Wed;Oct
Americano with Milk;30,86;Night;Wed;Oct
Hot Chocolate;35,76;Night;Wed;Oct
Latte;35,76;Morning;Thu;Oct
Latte;35,76;Morning;Thu;Oct
Americano with Milk;30,86;Morning;Thu;Oct
Latte;35,76;Morning;Thu;Oct
Hot Chocolate;35,76;Morning;Thu;Oct
Americano with Milk;30,86;Morning;Thu;Oct
Latte;35,76;Afternoon;Thu;Oct
Americano;25,96;Afternoon;Thu;Oct
Hot Chocolate;35,76;Afternoon;Thu;Oct
Hot Chocolate;35,76;Afternoon;Thu;Oct
Latte;35,76;Afternoon;Thu;Oct
Hot Chocolate;35,76;Afternoon;Thu;Oct
Hot Chocolate;35,76;Afternoon;Thu;Oct
Cappuccino;35,76;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Latte;35,76;Night;Thu;Oct
Americano with Milk;30,86;Night;Thu;Oct
Latte;35,76;Night;Thu;Oct
Latte;35,76;Night;Thu;Oct
Latte;35,76;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Cocoa;35,76;Morning;Fri;Oct
Cocoa;35,76;Morning;Fri;Oct
Cocoa;35,76;Morning;Fri;Oct
Cocoa;35,76;Morning;Fri;Oct
Cappuccino;35,76;Morning;Fri;Oct
Cappuccino;35,76;Morning;Fri;Oct
Latte;35,76;Afternoon;Fri;Oct
Cappuccino;35,76;Afternoon;Fri;Oct
Americano;25,96;Afternoon;Fri;Oct
Latte;35,76;Afternoon;Fri;Oct
Hot Chocolate;35,76;Night;Fri;Oct
Cocoa;35,76;Night;Fri;Oct
Cocoa;35,76;Night;Fri;Oct
Americano with Milk;30,86;Night;Fri;Oct
Latte;35,76;Night;Fri;Oct
Americano with Milk;30,86;Morning;Sat;Oct
Latte;35,76;Afternoon;Sat;Oct
Cappuccino;35,76;Afternoon;Sat;Oct
Hot Chocolate;35,76;Afternoon;Sat;Oct
Latte;35,76;Afternoon;Sat;Oct
Latte;35,76;Afternoon;Sat;Oct
Latte;35,76;Afternoon;Sat;Oct
Cocoa;35,76;Night;Sat;Oct
Cappuccino;35,76;Night;Sat;Oct
Latte;35,76;Morning;Sun;Oct
Cocoa;35,76;Morning;Sun;Oct
Latte;35,76;Morning;Sun;Oct
Hot Chocolate;35,76;Afternoon;Sun;Oct
Cortado;25,96;Afternoon;Sun;Oct
Americano with Milk;30,86;Afternoon;Sun;Oct
Latte;35,76;Afternoon;Sun;Oct
Latte;35,76;Afternoon;Sun;Oct
Latte;35,76;Night;Sun;Oct
Cocoa;35,76;Night;Sun;Oct
Cocoa;35,76;Night;Sun;Oct
Hot Chocolate;35,76;Night;Sun;Oct
Cortado;25,96;Night;Sun;Oct
Cocoa;35,76;Night;Sun;Oct
Latte;35,76;Night;Sun;Oct
Cappuccino;35,76;Night;Sun;Oct
Latte;35,76;Morning;Mon;Oct
Latte;35,76;Morning;Mon;Oct
Americano with Milk;30,86;Morning;Mon;Oct
Latte;35,76;Morning;Mon;Oct
Americano;25,96;Morning;Mon;Oct
Cortado;25,96;Morning;Mon;Oct
Cortado;25,96;Morning;Mon;Oct
Espresso;21,06;Morning;Mon;Oct
Cappuccino;35,76;Afternoon;Mon;Oct
Latte;35,76;Afternoon;Mon;Oct
Latte;35,76;Afternoon;Mon;Oct
Americano with Milk;30,86;Afternoon;Mon;Oct
Cortado;25,96;Afternoon;Mon;Oct
Cocoa;35,76;Afternoon;Mon;Oct
Latte;35,76;Afternoon;Mon;Oct
Hot Chocolate;35,76;Night;Mon;Oct
Latte;35,76;Night;Mon;Oct
Cocoa;35,76;Night;Mon;Oct
Hot Chocolate;35,76;Night;Mon;Oct
Latte;35,76;Morning;Tue;Oct
Cappuccino;35,76;Morning;Tue;Oct
Americano with Milk;30,86;Morning;Tue;Oct
Cortado;25,96;Morning;Tue;Oct
Espresso;21,06;Morning;Tue;Oct
Cortado;25,96;Morning;Tue;Oct
Americano;25,96;Night;Tue;Oct
Hot Chocolate;35,76;Night;Tue;Oct
Latte;35,76;Night;Tue;Oct
Latte;35,76;Morning;Wed;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Cortado;25,96;Morning;Wed;Oct
Americano with Milk;30,86;Afternoon;Wed;Oct
Americano with Milk;30,86;Afternoon;Wed;Oct
Americano with Milk;30,86;Afternoon;Wed;Oct
Cappuccino;35,76;Afternoon;Wed;Oct
Espresso;21,06;Night;Wed;Oct
Cocoa;35,76;Night;Wed;Oct
Cappuccino;35,76;Night;Wed;Oct
Americano with Milk;30,86;Night;Wed;Oct
Hot Chocolate;35,76;Night;Wed;Oct
Latte;35,76;Night;Wed;Oct
Americano;25,96;Afternoon;Thu;Oct
Cappuccino;35,76;Afternoon;Thu;Oct
Cappuccino;35,76;Afternoon;Thu;Oct
Hot Chocolate;35,76;Afternoon;Thu;Oct
Latte;35,76;Afternoon;Thu;Oct
Latte;35,76;Afternoon;Thu;Oct
Latte;35,76;Afternoon;Thu;Oct
Americano;25,96;Night;Thu;Oct
Americano;25,96;Night;Thu;Oct
Latte;35,76;Night;Thu;Oct
Americano;25,96;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Cappuccino;35,76;Night;Thu;Oct
Cappuccino;35,76;Morning;Fri;Oct
Espresso;21,06;Morning;Fri;Oct
Cocoa;35,76;Morning;Fri;Oct
Latte;35,76;Morning;Fri;Oct
Cocoa;35,76;Morning;Fri;Oct
Americano;25,96;Morning;Fri;Oct
Americano;25,96;Morning;Fri;Oct
Americano with Milk;30,86;Morning;Fri;Oct
Cocoa;35,76;Morning;Fri;Oct
Cocoa;35,76;Morning;Fri;Oct
Cortado;25,96;Afternoon;Fri;Oct
Latte;35,76;Afternoon;Fri;Oct
Cappuccino;35,76;Afternoon;Fri;Oct
Hot Chocolate;35,76;Night;Fri;Oct
Espresso;21,06;Night;Fri;Oct
Cappuccino;35,76;Morning;Sat;Oct
Cortado;25,96;Morning;Sat;Oct
Cappuccino;35,76;Morning;Sat;Oct
Americano;25,96;Morning;Sat;Oct
Cocoa;35,76;Afternoon;Sat;Oct
Latte;35,76;Afternoon;Sat;Oct
Latte;35,76;Afternoon;Sat;Oct
Americano with Milk;30,86;Afternoon;Sat;Oct
Cortado;25,96;Afternoon;Sat;Oct
Cortado;25,96;Afternoon;Sat;Oct
Latte;35,76;Afternoon;Sat;Oct
Latte;35,76;Afternoon;Sat;Oct
Americano with Milk;30,86;Afternoon;Sat;Oct
Americano with Milk;30,86;Afternoon;Sat;Oct
Cappuccino;35,76;Night;Sat;Oct
Americano with Milk;30,86;Night;Sat;Oct
Americano with Milk;30,86;Morning;Sun;Oct
Latte;35,76;Afternoon;Sun;Oct
Americano with Milk;30,86;Afternoon;Sun;Oct
Cappuccino;35,76;Afternoon;Sun;Oct
Latte;35,76;Afternoon;Sun;Oct
Cappuccino;35,76;Morning;Mon;Oct
Americano;25,96;Morning;Mon;Oct
Latte;35,76;Morning;Mon;Oct
Americano with Milk;30,86;Morning;Mon;Oct
Latte;35,76;Morning;Mon;Oct
Latte;35,76;Morning;Mon;Oct
Hot Chocolate;35,76;Afternoon;Mon;Oct
Americano with Milk;30,86;Afternoon;Mon;Oct
Cappuccino;35,76;Afternoon;Mon;Oct
Americano with Milk;30,86;Afternoon;Mon;Oct
Americano with Milk;30,86;Afternoon;Mon;Oct
Americano with Milk;30,86;Afternoon;Mon;Oct
Latte;35,76;Afternoon;Mon;Oct
Cocoa;35,76;Night;Mon;Oct
Cocoa;35,76;Night;Mon;Oct
Cappuccino;35,76;Night;Mon;Oct
Americano with Milk;30,86;Night;Mon;Oct
Americano with Milk;30,86;Night;Mon;Oct
Latte;35,76;Morning;Tue;Oct
Latte;35,76;Morning;Tue;Oct
Latte;35,76;Morning;Tue;Oct
Americano with Milk;30,86;Morning;Tue;Oct
Espresso;21,06;Afternoon;Tue;Oct
Cortado;25,96;Afternoon;Tue;Oct
Cortado;25,96;Afternoon;Tue;Oct
Cappuccino;35,76;Afternoon;Tue;Oct
Hot Chocolate;35,76;Afternoon;Tue;Oct
Cocoa;35,76;Afternoon;Tue;Oct
Cocoa;35,76;Afternoon;Tue;Oct
Americano with Milk;30,86;Night;Tue;Oct
Americano with Milk;30,86;Night;Tue;Oct
Americano with Milk;30,86;Night;Tue;Oct
Cappuccino;35,76;Night;Tue;Oct
Hot Chocolate;35,76;Night;Tue;Oct
Latte;35,76;Night;Tue;Oct
Latte;35,76;Night;Tue;Oct
Latte;35,76;Morning;Wed;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Latte;35,76;Morning;Wed;Oct
Latte;35,76;Morning;Wed;Oct
Latte;35,76;Morning;Wed;Oct
Latte;35,76;Afternoon;Wed;Oct
Americano;25,96;Afternoon;Wed;Oct
Americano with Milk;30,86;Afternoon;Wed;Oct
Americano;25,96;Afternoon;Wed;Oct
Latte;35,76;Afternoon;Wed;Oct
Latte;35,76;Afternoon;Wed;Oct
Americano with Milk;30,86;Afternoon;Wed;Oct
Hot Chocolate;35,76;Night;Wed;Oct
Americano with Milk;30,86;Night;Wed;Oct
Americano with Milk;30,86;Night;Wed;Oct
Latte;35,76;Morning;Thu;Oct
Latte;35,76;Morning;Thu;Oct
Americano with Milk;30,86;Morning;Thu;Oct
Latte;35,76;Afternoon;Thu;Oct
Americano with Milk;30,86;Afternoon;Thu;Oct
Cocoa;35,76;Morning;Fri;Nov
Americano;25,96;Morning;Fri;Nov
Latte;35,76;Morning;Fri;Nov
Cocoa;35,76;Afternoon;Fri;Nov
Cocoa;35,76;Afternoon;Fri;Nov
Cortado;25,96;Afternoon;Fri;Nov
Americano with Milk;30,86;Night;Fri;Nov
Cortado;25,96;Morning;Sat;Nov
Cocoa;35,76;Morning;Sat;Nov
Americano with Milk;30,86;Morning;Sat;Nov
Americano with Milk;30,86;Afternoon;Sat;Nov
Hot Chocolate;35,76;Afternoon;Sat;Nov
Latte;35,76;Afternoon;Sat;Nov
Latte;35,76;Afternoon;Sat;Nov
Americano with Milk;30,86;Night;Sat;Nov
Americano;25,96;Night;Sat;Nov
Cortado;25,96;Morning;Sun;Nov
Americano with Milk;30,86;Morning;Sun;Nov
Americano with Milk;30,86;Morning;Sun;Nov
Latte;35,76;Afternoon;Sun;Nov
Americano with Milk;30,86;Afternoon;Sun;Nov
Cocoa;35,76;Afternoon;Sun;Nov
Americano;25,96;Afternoon;Sun;Nov
Americano with Milk;30,86;Afternoon;Sun;Nov
Hot Chocolate;35,76;Afternoon;Sun;Nov
Hot Chocolate;35,76;Afternoon;Sun;Nov
Americano;25,96;Afternoon;Sun;Nov
Americano;25,96;Afternoon;Sun;Nov
Cocoa;35,76;Night;Sun;Nov
Latte;35,76;Morning;Mon;Nov
Latte;35,76;Morning;Mon;Nov
Americano with Milk;30,86;Morning;Mon;Nov
Americano;25,96;Afternoon;Mon;Nov
Americano with Milk;30,86;Afternoon;Mon;Nov
Cocoa;35,76;Afternoon;Mon;Nov
Cocoa;35,76;Afternoon;Mon;Nov
Cocoa;35,76;Morning;Tue;Nov
Americano with Milk;30,86;Morning;Tue;Nov
Cappuccino;35,76;Morning;Tue;Nov
Americano with Milk;30,86;Morning;Tue;Nov
Americano with Milk;30,86;Morning;Tue;Nov
Cocoa;35,76;Morning;Tue;Nov
Latte;35,76;Morning;Tue;Nov
Latte;35,76;Afternoon;Tue;Nov
Latte;35,76;Afternoon;Tue;Nov
Cappuccino;35,76;Night;Tue;Nov
Cappuccino;35,76;Night;Tue;Nov
Cappuccino;35,76;Night;Tue;Nov
Cocoa;35,76;Night;Tue;Nov
Cocoa;35,76;Night;Tue;Nov
Hot Chocolate;35,76;Night;Tue;Nov
Hot Chocolate;35,76;Night;Tue;Nov
Americano with Milk;30,86;Night;Tue;Nov
Latte;35,76;Morning;Wed;Nov
Espresso;21,06;Morning;Wed;Nov
Americano;25,96;Afternoon;Wed;Nov
Cappuccino;35,76;Afternoon;Wed;Nov
Latte;35,76;Afternoon;Wed;Nov
Cappuccino;35,76;Afternoon;Wed;Nov
Hot Chocolate;35,76;Night;Wed;Nov
Hot Chocolate;35,76;Night;Wed;Nov
Latte;35,76;Afternoon;Thu;Nov
Americano;25,96;Afternoon;Thu;Nov
Americano;25,96;Afternoon;Thu;Nov
Cocoa;35,76;Night;Thu;Nov
Hot Chocolate;35,76;Night;Thu;Nov
Latte;35,76;Night;Thu;Nov
Latte;35,76;Night;Thu;Nov
Americano with Milk;30,86;Morning;Fri;Nov
Americano;25,96;Morning;Fri;Nov
Americano;25,96;Morning;Fri;Nov
Cappuccino;35,76;Morning;Fri;Nov
Latte;35,76;Afternoon;Fri;Nov
Latte;35,76;Afternoon;Fri;Nov
Americano with Milk;30,86;Afternoon;Fri;Nov
Americano with Milk;30,86;Afternoon;Fri;Nov
Hot Chocolate;35,76;Night;Fri;Nov
Hot Chocolate;35,76;Night;Fri;Nov
Hot Chocolate;35,76;Night;Fri;Nov
Latte;35,76;Night;Fri;Nov
Americano with Milk;30,86;Morning;Sat;Nov
Cortado;25,96;Morning;Sat;Nov
Cortado;25,96;Morning;Sat;Nov
Latte;35,76;Morning;Sat;Nov
Hot Chocolate;35,76;Afternoon;Sat;Nov
Hot Chocolate;35,76;Afternoon;Sat;Nov
Hot Chocolate;35,76;Afternoon;Sat;Nov
Hot Chocolate;35,76;Afternoon;Sat;Nov
Americano;25,96;Afternoon;Sat;Nov
Americano with Milk;30,86;Afternoon;Sat;Nov
Latte;35,76;Afternoon;Sat;Nov
Cocoa;35,76;Afternoon;Sat;Nov
Americano;25,96;Night;Sat;Nov
Latte;35,76;Night;Sat;Nov
Cocoa;35,76;Night;Sat;Nov
Americano;25,96;Night;Sat;Nov
Americano;25,96;Night;Sat;Nov
Americano;25,96;Morning;Sun;Nov
Cocoa;35,76;Night;Sun;Nov
Hot Chocolate;35,76;Night;Sun;Nov
Hot Chocolate;35,76;Night;Sun;Nov
Cappuccino;35,76;Night;Sun;Nov
Cappuccino;35,76;Night;Sun;Nov
Cappuccino;35,76;Morning;Mon;Nov
Americano with Milk;30,86;Morning;Mon;Nov
Cortado;25,96;Morning;Mon;Nov
Cappuccino;35,76;Afternoon;Mon;Nov
Hot Chocolate;35,76;Afternoon;Mon;Nov
Cappuccino;35,76;Night;Mon;Nov
Latte;35,76;Night;Mon;Nov
Hot Chocolate;35,76;Night;Mon;Nov
Latte;35,76;Night;Mon;Nov
Latte;35,76;Night;Mon;Nov
Latte;35,76;Morning;Tue;Nov
Latte;35,76;Afternoon;Tue;Nov
Latte;35,76;Afternoon;Tue;Nov
Hot Chocolate;35,76;Afternoon;Tue;Nov
Hot Chocolate;35,76;Afternoon;Tue;Nov
Cocoa;35,76;Afternoon;Tue;Nov
Cappuccino;35,76;Night;Tue;Nov
Latte;35,76;Night;Tue;Nov
Cocoa;35,76;Night;Tue;Nov
Americano with Milk;30,86;Morning;Wed;Nov
Latte;35,76;Morning;Wed;Nov
Americano with Milk;30,86;Afternoon;Wed;Nov
Americano with Milk;30,86;Afternoon;Wed;Nov
Americano with Milk;30,86;Afternoon;Wed;Nov
Latte;35,76;Afternoon;Wed;Nov
Latte;35,76;Morning;Thu;Nov
Americano;25,96;Morning;Thu;Nov
Espresso;21,06;Afternoon;Thu;Nov
Cappuccino;35,76;Afternoon;Thu;Nov
Latte;35,76;Afternoon;Thu;Nov
Cappuccino;35,76;Afternoon;Thu;Nov
Americano with Milk;30,86;Afternoon;Thu;Nov
Cappuccino;35,76;Afternoon;Thu;Nov
Hot Chocolate;35,76;Night;Thu;Nov
Hot Chocolate;35,76;Night;Thu;Nov
Cocoa;35,76;Night;Thu;Nov
Hot Chocolate;35,76;Night;Thu;Nov
Latte;35,76;Night;Thu;Nov
Latte;35,76;Night;Thu;Nov
Americano with Milk;30,86;Morning;Fri;Nov
Americano with Milk;30,86;Morning;Fri;Nov
Cocoa;35,76;Afternoon;Fri;Nov
Cocoa;35,76;Afternoon;Fri;Nov
Latte;35,76;Afternoon;Fri;Nov
Americano;25,96;Afternoon;Fri;Nov
Americano with Milk;30,86;Night;Fri;Nov
Latte;35,76;Night;Fri;Nov
Hot Chocolate;35,76;Night;Fri;Nov
Americano with Milk;30,86;Night;Fri;Nov
Americano with Milk;30,86;Night;Fri;Nov
Cortado;25,96;Morning;Sat;Nov
Cortado;25,96;Morning;Sat;Nov
Hot Chocolate;35,76;Morning;Sat;Nov
Latte;35,76;Morning;Sat;Nov
Americano;25,96;Morning;Sat;Nov
Cappuccino;35,76;Afternoon;Sat;Nov
Americano with Milk;30,86;Afternoon;Sat;Nov
Latte;35,76;Afternoon;Sat;Nov
Latte;35,76;Afternoon;Sat;Nov
Americano with Milk;30,86;Afternoon;Sat;Nov
Latte;35,76;Afternoon;Sat;Nov
Latte;35,76;Afternoon;Sat;Nov
Americano with Milk;30,86;Afternoon;Sat;Nov
Americano with Milk;30,86;Morning;Sun;Nov
Americano with Milk;30,86;Afternoon;Sun;Nov
Americano;25,96;Afternoon;Sun;Nov
Americano with Milk;30,86;Afternoon;Sun;Nov
Latte;35,76;Afternoon;Sun;Nov
Latte;35,76;Afternoon;Sun;Nov
Hot Chocolate;35,76;Night;Sun;Nov
Hot Chocolate;35,76;Night;Sun;Nov
Hot Chocolate;35,76;Night;Sun;Nov
Americano with Milk;30,86;Morning;Mon;Nov
Americano with Milk;30,86;Morning;Mon;Nov
Latte;35,76;Morning;Mon;Nov
Latte;35,76;Afternoon;Mon;Nov
Latte;35,76;Afternoon;Mon;Nov
Latte;35,76;Night;Mon;Nov
Cocoa;35,76;Morning;Tue;Nov
Americano with Milk;30,86;Morning;Tue;Nov
Latte;35,76;Morning;Tue;Nov
Espresso;21,06;Morning;Tue;Nov
Latte;35,76;Morning;Tue;Nov
Americano with Milk;30,86;Morning;Tue;Nov
Latte;35,76;Morning;Tue;Nov
Cocoa;35,76;Afternoon;Tue;Nov
Cocoa;35,76;Afternoon;Tue;Nov
Cappuccino;35,76;Afternoon;Tue;Nov
Cappuccino;35,76;Afternoon;Tue;Nov
Americano with Milk;30,86;Afternoon;Wed;Nov
Latte;35,76;Afternoon;Wed;Nov
Cappuccino;35,76;Night;Wed;Nov
Hot Chocolate;35,76;Night;Wed;Nov
Cortado;25,96;Morning;Thu;Nov
Latte;35,76;Afternoon;Thu;Nov
Cocoa;35,76;Afternoon;Thu;Nov
Cocoa;35,76;Afternoon;Thu;Nov
Latte;35,76;Afternoon;Thu;Nov
Americano with Milk;30,86;Night;Thu;Nov
Cortado;25,96;Night;Thu;Nov
Hot Chocolate;35,76;Night;Thu;Nov
Latte;35,76;Morning;Fri;Nov
Cappuccino;35,76;Morning;Fri;Nov
Latte;35,76;Morning;Fri;Nov
Cocoa;35,76;Morning;Fri;Nov
Hot Chocolate;35,76;Afternoon;Fri;Nov
Latte;35,76;Afternoon;Fri;Nov
Cortado;25,96;Morning;Sat;Nov
Cortado;25,96;Morning;Sat;Nov
Latte;35,76;Morning;Sat;Nov
Cappuccino;35,76;Morning;Sat;Nov
Americano;25,96;Morning;Sat;Nov
Americano;25,96;Morning;Sat;Nov
Hot Chocolate;35,76;Morning;Sat;Nov
Latte;35,76;Night;Sat;Nov
Latte;35,76;Morning;Sun;Nov
Cappuccino;35,76;Morning;Mon;Nov
Latte;35,76;Morning;Mon;Nov
Americano with Milk;30,86;Morning;Mon;Nov
Cortado;25,96;Morning;Mon;Nov
Latte;35,76;Afternoon;Mon;Nov
Latte;35,76;Afternoon;Mon;Nov
Hot Chocolate;35,76;Afternoon;Mon;Nov
Americano with Milk;30,86;Night;Mon;Nov
Hot Chocolate;35,76;Night;Mon;Nov
Hot Chocolate;35,76;Night;Mon;Nov
Cappuccino;35,76;Night;Mon;Nov
Latte;35,76;Morning;Tue;Nov
Cocoa;35,76;Morning;Tue;Nov
Americano;25,96;Morning;Tue;Nov
Cocoa;35,76;Morning;Tue;Nov
Cocoa;35,76;Morning;Tue;Nov
Latte;35,76;Afternoon;Tue;Nov
Latte;35,76;Afternoon;Tue;Nov
Americano;25,96;Night;Tue;Nov
Americano with Milk;30,86;Night;Tue;Nov
Cocoa;35,76;Night;Tue;Nov
Cappuccino;35,76;Morning;Thu;Nov
Americano with Milk;30,86;Morning;Thu;Nov
Americano with Milk;30,86;Night;Thu;Nov
Latte;35,76;Night;Thu;Nov
Latte;35,76;Night;Thu;Nov
Cappuccino;35,76;Night;Thu;Nov
Cocoa;35,76;Morning;Fri;Nov
Latte;35,76;Morning;Fri;Nov
Americano with Milk;30,86;Morning;Fri;Nov
Americano with Milk;30,86;Morning;Fri;Nov
Americano with Milk;30,86;Afternoon;Fri;Nov
Latte;35,76;Afternoon;Fri;Nov
Cocoa;35,76;Night;Fri;Nov
Cocoa;35,76;Afternoon;Sat;Nov
Americano;25,96;Afternoon;Sat;Nov
Hot Chocolate;35,76;Afternoon;Sat;Nov
Cocoa;35,76;Afternoon;Sat;Nov
Americano with Milk;30,86;Afternoon;Sat;Nov
Americano with Milk;30,86;Night;Sat;Nov
Americano with Milk;30,86;Morning;Sun;Dec
Americano with Milk;30,86;Morning;Sun;Dec
Americano with Milk;30,86;Morning;Sun;Dec
Americano with Milk;30,86;Afternoon;Sun;Dec
Cocoa;35,76;Afternoon;Sun;Dec
Cocoa;35,76;Afternoon;Sun;Dec
Cappuccino;35,76;Afternoon;Sun;Dec
Latte;35,76;Afternoon;Sun;Dec
Latte;35,76;Afternoon;Sun;Dec
Latte;35,76;Afternoon;Sun;Dec
Latte;35,76;Afternoon;Sun;Dec
Americano with Milk;30,86;Night;Sun;Dec
Americano with Milk;30,86;Night;Sun;Dec
Americano with Milk;30,86;Night;Sun;Dec
Latte;35,76;Morning;Mon;Dec
Americano;25,96;Morning;Mon;Dec
Americano with Milk;30,86;Morning;Mon;Dec
Cocoa;35,76;Morning;Mon;Dec
Cortado;25,96;Morning;Mon;Dec
Espresso;21,06;Afternoon;Mon;Dec
Cappuccino;35,76;Afternoon;Mon;Dec
Americano;25,96;Night;Mon;Dec
Cappuccino;35,76;Night;Mon;Dec
