CoffeeName;Price;TimeOfDay;Weekday;MonthName
Cortado;23,02;Afternoon;Thu;Aug
Cortado;23,02;Afternoon;Thu;Aug
Cappuccino;32,82;Afternoon;Thu;Aug
Cappuccino;32,82;Night;Thu;Aug
Americano with Milk;27,92;Night;Thu;Aug
Latte;32,82;Morning;Fri;Aug
Americano;23,02;Morning;Fri;Aug
Cortado;23,02;Morning;Fri;Aug
Americano with Milk;27,92;Morning;Fri;Aug
Latte;32,82;Morning;Fri;Aug
Americano;23,02;Morning;Fri;Aug
Americano;23,02;Night;Fri;Aug
Hot Chocolate;32,82;Night;Fri;Aug
Cappuccino;32,82;Morning;Sat;Aug
Americano with Milk;27,92;Morning;Sat;Aug
Cortado;23,02;Morning;Sat;Aug
Cortado;23,02;Morning;Sat;Aug
Americano;23,02;Morning;Sat;Aug
Latte;32,82;Afternoon;Sat;Aug
Americano with Milk;27,92;Afternoon;Sat;Aug
Latte;32,82;Afternoon;Sat;Aug
Cocoa;32,82;Night;Sat;Aug
Cocoa;32,82;Night;Sat;Aug
Cocoa;32,82;Night;Sat;Aug
Latte;32,82;Morning;Sun;Aug
Latte;32,82;Morning;Sun;Aug
Americano with Milk;27,92;Morning;Sun;Aug
Cappuccino;32,82;Morning;Sun;Aug
Americano with Milk;27,92;Morning;Sun;Aug
Cortado;23,02;Afternoon;Sun;Aug
Latte;32,82;Afternoon;Sun;Aug
Americano with Milk;27,92;Afternoon;Sun;Aug
Cocoa;32,82;Afternoon;Sun;Aug
Cappuccino;32,82;Afternoon;Sun;Aug
Espresso;18,12;Afternoon;Sun;Aug
Cortado;23,02;Night;Sun;Aug
Latte;32,82;Night;Sun;Aug
Latte;32,82;Night;Sun;Aug
Cappuccino;32,82;Night;Sun;Aug
Hot Chocolate;32,82;Morning;Mon;Aug
Americano with Milk;27,92;Morning;Mon;Aug
Americano;23,02;Morning;Mon;Aug
Latte;32,82;Morning;Mon;Aug
Latte;32,82;Morning;Mon;Aug
Espresso;18,12;Afternoon;Mon;Aug
Americano with Milk;27,92;Afternoon;Mon;Aug
Americano with Milk;27,92;Afternoon;Mon;Aug
Americano with Milk;27,92;Night;Mon;Aug
Americano with Milk;27,92;Night;Mon;Aug
Latte;32,82;Night;Mon;Aug
Cappuccino;32,82;Night;Mon;Aug
Cappuccino;32,82;Night;Mon;Aug
Americano with Milk;27,92;Morning;Tue;Aug
Americano with Milk;27,92;Morning;Tue;Aug
Americano with Milk;27,92;Morning;Tue;Aug
Cortado;23,02;Morning;Tue;Aug
Latte;32,82;Morning;Tue;Aug
Americano with Milk;27,92;Afternoon;Tue;Aug
Latte;32,82;Afternoon;Tue;Aug
Cappuccino;32,82;Afternoon;Tue;Aug
Americano with Milk;27,92;Afternoon;Tue;Aug
Latte;32,82;Night;Tue;Aug
Cocoa;32,82;Night;Tue;Aug
Cappuccino;32,82;Night;Tue;Aug
Cortado;23,02;Night;Tue;Aug
Latte;32,82;Morning;Wed;Aug
Cappuccino;32,82;Morning;Wed;Aug
Cortado;23,02;Morning;Wed;Aug
Espresso;18,12;Morning;Wed;Aug
Americano;23,02;Afternoon;Wed;Aug
Americano;23,02;Afternoon;Wed;Aug
Latte;32,82;Afternoon;Wed;Aug
Americano;23,02;Night;Wed;Aug
Cortado;23,02;Night;Wed;Aug
Americano with Milk;27,92;Night;Wed;Aug
Latte;32,82;Night;Wed;Aug
Cortado;23,02;Night;Wed;Aug
Latte;32,82;Night;Wed;Aug
Cortado;23,02;Morning;Thu;Aug
Cappuccino;32,82;Morning;Thu;Aug
Hot Chocolate;32,82;Morning;Thu;Aug
Latte;32,82;Morning;Thu;Aug
Latte;32,82;Afternoon;Thu;Aug
Latte;32,82;Afternoon;Thu;Aug
Americano;23,02;Afternoon;Thu;Aug
Espresso;18,12;Afternoon;Thu;Aug
Americano with Milk;27,92;Night;Thu;Aug
Hot Chocolate;32,82;Night;Thu;Aug
Americano with Milk;27,92;Night;Thu;Aug
Americano with Milk;27,92;Night;Thu;Aug
Americano;23,02;Night;Thu;Aug
Cappuccino;32,82;Night;Thu;Aug
Espresso;18,12;Night;Thu;Aug
Americano with Milk;27,92;Night;Thu;Aug
Latte;32,82;Afternoon;Fri;Aug
Americano;23,02;Afternoon;Fri;Aug
Americano with Milk;27,92;Afternoon;Fri;Aug
Espresso;18,12;Afternoon;Fri;Aug
Espresso;18,12;Afternoon;Fri;Aug
Americano with Milk;27,92;Morning;Sat;Aug
Cappuccino;32,82;Morning;Sat;Aug
Americano with Milk;27,92;Morning;Sat;Aug
Cortado;23,02;Morning;Sat;Aug
Cortado;23,02;Morning;Sat;Aug
Americano with Milk;27,92;Afternoon;Sat;Aug
Cortado;23,02;Afternoon;Sat;Aug
Latte;32,82;Afternoon;Sat;Aug
Cappuccino;32,82;Night;Sat;Aug
Americano with Milk;27,92;Night;Sat;Aug
Latte;32,82;Night;Sat;Aug
Cappuccino;32,82;Morning;Sun;Aug
Cappuccino;32,82;Morning;Sun;Aug
Cortado;23,02;Morning;Sun;Aug
Americano with Milk;27,92;Morning;Sun;Aug
Cappuccino;32,82;Afternoon;Sun;Aug
Americano with Milk;27,92;Afternoon;Sun;Aug
Americano with Milk;27,92;Night;Sun;Aug
Americano with Milk;27,92;Night;Sun;Aug
Americano;23,02;Night;Sun;Aug
Americano;23,02;Night;Sun;Aug
Americano with Milk;27,92;Afternoon;Mon;Aug
Americano with Milk;27,92;Afternoon;Mon;Aug
Latte;32,82;Night;Mon;Aug
Cocoa;32,82;Night;Mon;Aug
Cortado;23,02;Morning;Tue;Aug
Latte;32,82;Morning;Tue;Aug
Espresso;18,12;Morning;Tue;Aug
Cortado;23,02;Morning;Tue;Aug
Americano with Milk;27,92;Morning;Tue;Aug
Americano;23,02;Morning;Tue;Aug
Americano;23,02;Morning;Tue;Aug
Americano;23,02;Morning;Tue;Aug
Latte;32,82;Morning;Tue;Aug
Latte;32,82;Night;Tue;Aug
Latte;32,82;Night;Tue;Aug
Latte;32,82;Night;Tue;Aug
Latte;32,82;Night;Tue;Aug
Americano with Milk;27,92;Morning;Wed;Aug
Cortado;23,02;Morning;Wed;Aug
Americano;23,02;Morning;Wed;Aug
Americano with Milk;27,92;Morning;Wed;Aug
Cortado;23,02;Morning;Wed;Aug
Latte;32,82;Afternoon;Wed;Aug
Latte;32,82;Night;Wed;Aug
Cortado;23,02;Morning;Thu;Aug
Americano with Milk;27,92;Morning;Thu;Aug
Americano with Milk;27,92;Morning;Thu;Aug
Latte;32,82;Afternoon;Thu;Aug
Latte;32,82;Afternoon;Thu;Aug
Cappuccino;32,82;Afternoon;Thu;Aug
Americano;23,02;Afternoon;Thu;Aug
Latte;32,82;Morning;Fri;Aug
Cortado;23,02;Morning;Fri;Aug
Latte;32,82;Morning;Fri;Aug
Americano;23,02;Morning;Fri;Aug
Americano;23,02;Morning;Fri;Aug
Americano with Milk;27,92;Morning;Fri;Aug
Cocoa;32,82;Morning;Fri;Aug
Americano;23,02;Morning;Fri;Aug
Cortado;23,02;Morning;Fri;Aug
Hot Chocolate;32,82;Morning;Fri;Aug
Americano;23,02;Afternoon;Fri;Aug
Americano;23,02;Afternoon;Fri;Aug
Latte;32,82;Night;Fri;Aug
Cortado;23,02;Morning;Sat;Aug
Cortado;23,02;Morning;Sat;Aug
Cortado;23,02;Morning;Sat;Aug
Espresso;18,12;Morning;Sat;Aug
Espresso;18,12;Morning;Sat;Aug
Americano;23,02;Morning;Sat;Aug
Cortado;23,02;Morning;Sun;Aug
Americano;23,02;Morning;Sun;Aug
Americano;23,02;Morning;Sun;Aug
Cappuccino;32,82;Morning;Sun;Aug
Cappuccino;32,82;Afternoon;Sun;Aug
Latte;32,82;Afternoon;Sun;Aug
Cortado;23,02;Morning;Mon;Aug
Americano;23,02;Morning;Mon;Aug
Americano;23,02;Morning;Mon;Aug
Americano with Milk;27,92;Morning;Mon;Aug
Latte;32,82;Morning;Mon;Aug
Cappuccino;32,82;Morning;Mon;Aug
Americano;23,02;Afternoon;Mon;Aug
Americano;23,02;Afternoon;Mon;Aug
Americano with Milk;27,92;Night;Mon;Aug
Latte;32,82;Night;Mon;Aug
Americano with Milk;27,92;Night;Mon;Aug
Latte;32,82;Morning;Tue;Aug
Americano with Milk;27,92;Afternoon;Wed;Aug
Cappuccino;32,82;Afternoon;Wed;Aug
Americano;23,02;Afternoon;Wed;Aug
Americano with Milk;27,92;Afternoon;Wed;Aug
Americano;23,02;Morning;Thu;Aug
Latte;32,82;Night;Fri;Aug
Americano with Milk;27,92;Night;Fri;Aug
Americano with Milk;27,92;Night;Fri;Aug
Cortado;23,02;Morning;Sat;Aug
Americano with Milk;27,92;Morning;Sat;Aug
Espresso;18,12;Morning;Sat;Aug
Americano with Milk;27,92;Morning;Sat;Aug
Cortado;23,02;Morning;Sat;Aug
Cortado;23,02;Morning;Sat;Aug
Cortado;23,02;Morning;Sun;Sep
Cappuccino;32,82;Afternoon;Sun;Sep
Americano with Milk;27,92;Afternoon;Sun;Sep
Americano;23,02;Afternoon;Sun;Sep
Americano with Milk;27,92;Afternoon;Sun;Sep
Latte;32,82;Afternoon;Sun;Sep
Americano with Milk;27,92;Afternoon;Sun;Sep
Latte;32,82;Night;Sun;Sep
Latte;32,82;Night;Sun;Sep
Latte;32,82;Night;Sun;Sep
Latte;32,82;Morning;Mon;Sep
Americano with Milk;27,92;Morning;Mon;Sep
Latte;32,82;Morning;Mon;Sep
Americano with Milk;27,92;Afternoon;Mon;Sep
Cappuccino;32,82;Night;Mon;Sep
Cocoa;32,82;Night;Mon;Sep
Americano;23,02;Night;Mon;Sep
Americano;23,02;Night;Mon;Sep
Cocoa;32,82;Morning;Tue;Sep
Cappuccino;32,82;Morning;Tue;Sep
Latte;32,82;Morning;Tue;Sep
Americano with Milk;27,92;Morning;Tue;Sep
Cappuccino;32,82;Morning;Tue;Sep
Cocoa;32,82;Morning;Tue;Sep
Cocoa;32,82;Morning;Tue;Sep
Americano with Milk;27,92;Morning;Tue;Sep
Americano with Milk;27,92;Morning;Tue;Sep
Latte;32,82;Morning;Tue;Sep
Cocoa;32,82;Morning;Tue;Sep
Cortado;23,02;Afternoon;Tue;Sep
Americano with Milk;27,92;Afternoon;Tue;Sep
Americano with Milk;27,92;Afternoon;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Latte;32,82;Night;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Americano with Milk;27,92;Morning;Wed;Sep
Latte;32,82;Morning;Wed;Sep
Americano;23,02;Morning;Wed;Sep
Americano with Milk;27,92;Morning;Wed;Sep
Latte;32,82;Afternoon;Wed;Sep
Latte;32,82;Afternoon;Wed;Sep
Americano with Milk;27,92;Afternoon;Wed;Sep
Cappuccino;32,82;Night;Wed;Sep
Americano with Milk;27,92;Night;Wed;Sep
Latte;32,82;Night;Wed;Sep
Americano with Milk;27,92;Morning;Thu;Sep
Americano with Milk;27,92;Morning;Thu;Sep
Americano;23,02;Morning;Thu;Sep
Latte;32,82;Afternoon;Thu;Sep
Latte;32,82;Afternoon;Thu;Sep
Americano;23,02;Afternoon;Thu;Sep
Americano with Milk;27,92;Afternoon;Thu;Sep
Cappuccino;32,82;Night;Thu;Sep
Cappuccino;32,82;Night;Thu;Sep
Cappuccino;32,82;Night;Thu;Sep
Americano;23,02;Night;Thu;Sep
Cappuccino;32,82;Night;Thu;Sep
Americano with Milk;27,92;Night;Thu;Sep
Americano with Milk;27,92;Night;Thu;Sep
Cappuccino;32,82;Morning;Fri;Sep
Latte;32,82;Morning;Fri;Sep
Americano;23,02;Morning;Fri;Sep
Espresso;18,12;Morning;Fri;Sep
Latte;32,82;Morning;Fri;Sep
Hot Chocolate;32,82;Morning;Fri;Sep
Espresso;18,12;Morning;Fri;Sep
Espresso;18,12;Morning;Fri;Sep
Latte;32,82;Night;Fri;Sep
Latte;32,82;Night;Fri;Sep
Latte;32,82;Morning;Sat;Sep
Cortado;23,02;Morning;Sat;Sep
Cortado;23,02;Morning;Sat;Sep
Cortado;23,02;Morning;Sat;Sep
Americano with Milk;27,92;Morning;Sat;Sep
Americano with Milk;27,92;Morning;Sat;Sep
Cortado;23,02;Morning;Sat;Sep
Americano;23,02;Morning;Sat;Sep
Espresso;18,12;Morning;Sat;Sep
Espresso;18,12;Morning;Sat;Sep
Latte;32,82;Morning;Sat;Sep
Americano with Milk;27,92;Morning;Sat;Sep
Americano;23,02;Morning;Sat;Sep
Espresso;18,12;Morning;Sat;Sep
Latte;32,82;Afternoon;Sat;Sep
Americano;23,02;Afternoon;Sat;Sep
Espresso;18,12;Afternoon;Sat;Sep
Cocoa;32,82;Night;Sat;Sep
Latte;32,82;Night;Sat;Sep
Latte;32,82;Night;Sat;Sep
Latte;32,82;Night;Sat;Sep
Latte;32,82;Night;Sat;Sep
Cortado;23,02;Morning;Sun;Sep
Cortado;23,02;Morning;Sun;Sep
Cortado;23,02;Morning;Sun;Sep
Cortado;23,02;Morning;Sun;Sep
Cortado;23,02;Afternoon;Sun;Sep
Americano;23,02;Night;Sun;Sep
Latte;32,82;Morning;Mon;Sep
Cappuccino;32,82;Morning;Mon;Sep
Americano with Milk;27,92;Morning;Mon;Sep
Latte;32,82;Morning;Mon;Sep
Latte;32,82;Morning;Mon;Sep
Hot Chocolate;32,82;Morning;Mon;Sep
Latte;32,82;Morning;Mon;Sep
Americano with Milk;27,92;Morning;Mon;Sep
Americano with Milk;27,92;Morning;Mon;Sep
Latte;32,82;Morning;Mon;Sep
Espresso;18,12;Afternoon;Mon;Sep
Latte;32,82;Afternoon;Mon;Sep
Americano;23,02;Afternoon;Mon;Sep
Latte;32,82;Night;Mon;Sep
Latte;32,82;Night;Mon;Sep
Cappuccino;32,82;Night;Mon;Sep
Latte;32,82;Night;Mon;Sep
Hot Chocolate;32,82;Morning;Tue;Sep
Cappuccino;32,82;Morning;Tue;Sep
Cortado;23,02;Afternoon;Tue;Sep
Cortado;23,02;Afternoon;Tue;Sep
Cappuccino;32,82;Night;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Latte;32,82;Night;Tue;Sep
Latte;32,82;Night;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Americano;23,02;Night;Tue;Sep
Latte;32,82;Morning;Wed;Sep
Americano with Milk;27,92;Morning;Wed;Sep
Latte;32,82;Morning;Wed;Sep
Cappuccino;32,82;Night;Wed;Sep
Americano with Milk;27,92;Night;Wed;Sep
Latte;32,82;Night;Wed;Sep
Latte;32,82;Night;Wed;Sep
Cortado;23,02;Night;Wed;Sep
Espresso;18,12;Morning;Thu;Sep
Americano with Milk;27,92;Morning;Thu;Sep
Americano with Milk;27,92;Morning;Thu;Sep
Cappuccino;32,82;Afternoon;Thu;Sep
Cortado;23,02;Afternoon;Thu;Sep
Cortado;23,02;Afternoon;Thu;Sep
Cortado;23,02;Afternoon;Thu;Sep
Cortado;23,02;Afternoon;Thu;Sep
Latte;32,82;Night;Thu;Sep
Americano;23,02;Night;Thu;Sep
Cappuccino;32,82;Night;Thu;Sep
Cortado;23,02;Night;Thu;Sep
Latte;32,82;Morning;Fri;Sep
Latte;32,82;Morning;Fri;Sep
Latte;32,82;Morning;Fri;Sep
Latte;32,82;Morning;Fri;Sep
Americano with Milk;27,92;Afternoon;Fri;Sep
Americano with Milk;27,92;Afternoon;Fri;Sep
Cappuccino;32,82;Afternoon;Sat;Sep
Cappuccino;32,82;Afternoon;Sat;Sep
Espresso;18,12;Morning;Sun;Sep
Americano with Milk;27,92;Morning;Sun;Sep
Americano;23,02;Afternoon;Sun;Sep
Cortado;23,02;Afternoon;Sun;Sep
Cortado;23,02;Afternoon;Sun;Sep
Cappuccino;32,82;Afternoon;Sun;Sep
Latte;32,82;Afternoon;Mon;Sep
Americano with Milk;27,92;Afternoon;Mon;Sep
Latte;32,82;Afternoon;Mon;Sep
Americano with Milk;27,92;Night;Mon;Sep
Latte;32,82;Night;Mon;Sep
Latte;32,82;Night;Mon;Sep
Latte;32,82;Night;Mon;Sep
Americano with Milk;27,92;Night;Mon;Sep
Latte;32,82;Night;Mon;Sep
Americano with Milk;27,92;Night;Mon;Sep
Americano with Milk;27,92;Night;Mon;Sep
Cortado;23,02;Morning;Tue;Sep
Latte;32,82;Morning;Tue;Sep
Americano with Milk;27,92;Morning;Tue;Sep
Cortado;23,02;Morning;Tue;Sep
Cappuccino;32,82;Morning;Tue;Sep
Americano with Milk;27,92;Morning;Tue;Sep
Americano with Milk;27,92;Morning;Tue;Sep
Espresso;18,12;Afternoon;Tue;Sep
Americano with Milk;27,92;Afternoon;Tue;Sep
Latte;32,82;Afternoon;Tue;Sep
Americano with Milk;27,92;Afternoon;Tue;Sep
Cortado;23,02;Afternoon;Tue;Sep
Cappuccino;32,82;Afternoon;Tue;Sep
Latte;32,82;Afternoon;Tue;Sep
Hot Chocolate;32,82;Night;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Latte;32,82;Night;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Hot Chocolate;32,82;Night;Tue;Sep
Hot Chocolate;32,82;Night;Tue;Sep
Latte;32,82;Afternoon;Wed;Sep
Latte;32,82;Night;Wed;Sep
Americano with Milk;27,92;Night;Wed;Sep
Americano with Milk;27,92;Night;Wed;Sep
Americano with Milk;27,92;Morning;Thu;Sep
Cortado;23,02;Morning;Thu;Sep
Latte;32,82;Morning;Thu;Sep
Americano;23,02;Afternoon;Thu;Sep
Americano with Milk;27,92;Afternoon;Thu;Sep
Cortado;23,02;Afternoon;Thu;Sep
Americano with Milk;27,92;Morning;Fri;Sep
Americano with Milk;27,92;Morning;Fri;Sep
Americano with Milk;27,92;Afternoon;Fri;Sep
Latte;32,82;Afternoon;Fri;Sep
Americano;23,02;Night;Fri;Sep
Americano with Milk;27,92;Night;Fri;Sep
Americano with Milk;27,92;Night;Fri;Sep
Latte;32,82;Morning;Sat;Sep
Cocoa;32,82;Morning;Sat;Sep
Cortado;23,02;Morning;Sat;Sep
Cortado;23,02;Morning;Sat;Sep
Cappuccino;32,82;Afternoon;Sat;Sep
Latte;32,82;Afternoon;Sat;Sep
Latte;32,82;Night;Sat;Sep
Latte;32,82;Night;Sat;Sep
Americano;23,02;Night;Sat;Sep
Americano;23,02;Night;Sat;Sep
Latte;32,82;Night;Sat;Sep
Latte;32,82;Night;Sat;Sep
Americano with Milk;27,92;Night;Sat;Sep
Americano;23,02;Night;Sat;Sep
Americano;23,02;Night;Sat;Sep
Americano;23,02;Morning;Sun;Sep
Americano with Milk;27,92;Morning;Sun;Sep
Latte;32,82;Morning;Sun;Sep
Cortado;23,02;Morning;Sun;Sep
Cortado;23,02;Morning;Sun;Sep
Americano with Milk;27,92;Morning;Sun;Sep
Americano;23,02;Morning;Sun;Sep
Americano with Milk;27,92;Afternoon;Sun;Sep
Americano with Milk;27,92;Afternoon;Sun;Sep
Americano with Milk;27,92;Afternoon;Sun;Sep
Americano with Milk;27,92;Afternoon;Sun;Sep
Latte;32,82;Afternoon;Sun;Sep
Americano with Milk;27,92;Afternoon;Sun;Sep
Cocoa;32,82;Afternoon;Sun;Sep
Latte;32,82;Night;Sun;Sep
Cappuccino;32,82;Night;Sun;Sep
Americano with Milk;27,92;Night;Sun;Sep
Americano with Milk;27,92;Night;Sun;Sep
Americano with Milk;27,92;Night;Sun;Sep
Americano with Milk;27,92;Night;Sun;Sep
Hot Chocolate;32,82;Night;Sun;Sep
Hot Chocolate;32,82;Night;Sun;Sep
Americano;23,02;Night;Sun;Sep
Americano with Milk;27,92;Night;Sun;Sep
Americano with Milk;27,92;Morning;Mon;Sep
Cortado;23,02;Morning;Mon;Sep
Americano;23,02;Afternoon;Mon;Sep
Americano with Milk;27,92;Afternoon;Mon;Sep
Cappuccino;32,82;Night;Mon;Sep
Americano;23,02;Night;Mon;Sep
Latte;32,82;Night;Mon;Sep
Cappuccino;32,82;Night;Mon;Sep
Americano with Milk;27,92;Night;Mon;Sep
Americano with Milk;27,92;Night;Mon;Sep
Americano with Milk;27,92;Morning;Tue;Sep
Latte;32,82;Afternoon;Tue;Sep
Latte;32,82;Afternoon;Tue;Sep
Latte;32,82;Afternoon;Tue;Sep
Latte;32,82;Afternoon;Tue;Sep
Latte;32,82;Afternoon;Tue;Sep
Cortado;23,02;Afternoon;Tue;Sep
Cappuccino;32,82;Afternoon;Tue;Sep
Latte;32,82;Afternoon;Tue;Sep
Americano;23,02;Night;Tue;Sep
Americano;23,02;Night;Tue;Sep
Hot Chocolate;32,82;Night;Tue;Sep
Latte;32,82;Night;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Americano with Milk;27,92;Night;Tue;Sep
Cappuccino;32,82;Morning;Wed;Sep
Cortado;23,02;Morning;Wed;Sep
Americano with Milk;27,92;Morning;Wed;Sep
Latte;32,82;Morning;Wed;Sep
Americano with Milk;27,92;Afternoon;Wed;Sep
Americano with Milk;27,92;Afternoon;Wed;Sep
Americano with Milk;27,92;Night;Wed;Sep
Americano with Milk;27,92;Night;Wed;Sep
Americano;23,02;Night;Wed;Sep
Americano with Milk;27,92;Night;Wed;Sep
Latte;32,82;Morning;Thu;Sep
Americano with Milk;27,92;Morning;Thu;Sep
Espresso;18,12;Morning;Thu;Sep
Cappuccino;32,82;Morning;Thu;Sep
Latte;32,82;Afternoon;Thu;Sep
Latte;32,82;Night;Thu;Sep
Latte;32,82;Night;Thu;Sep
Cortado;23,02;Night;Thu;Sep
Americano with Milk;27,92;Night;Thu;Sep
Americano with Milk;27,92;Morning;Fri;Sep
Cortado;23,02;Morning;Fri;Sep
Cappuccino;32,82;Morning;Fri;Sep
Americano with Milk;27,92;Morning;Fri;Sep
Americano with Milk;27,92;Morning;Fri;Sep
Cappuccino;32,82;Afternoon;Fri;Sep
Cappuccino;32,82;Afternoon;Fri;Sep
Americano;23,02;Afternoon;Fri;Sep
Americano with Milk;27,92;Afternoon;Fri;Sep
Latte;32,82;Night;Fri;Sep
Latte;32,82;Night;Fri;Sep
Cappuccino;32,82;Night;Fri;Sep
Cappuccino;32,82;Night;Fri;Sep
Cappuccino;32,82;Night;Fri;Sep
Cappuccino;32,82;Night;Fri;Sep
Americano with Milk;27,92;Night;Fri;Sep
Americano with Milk;27,92;Morning;Sat;Sep
Americano with Milk;27,92;Morning;Sat;Sep
Latte;35,76;Afternoon;Sat;Sep
Latte;35,76;Afternoon;Sat;Sep
Americano with Milk;30,86;Night;Sat;Sep
Latte;35,76;Night;Sat;Sep
Latte;35,76;Night;Sat;Sep
Cappuccino;35,76;Night;Sat;Sep
Cocoa;35,76;Night;Sat;Sep
Cortado;25,96;Night;Sat;Sep
Hot Chocolate;35,76;Night;Sat;Sep
Americano;25,96;Morning;Sun;Sep
Cappuccino;35,76;Morning;Sun;Sep
Cappuccino;35,76;Morning;Sun;Sep
Cappuccino;35,76;Morning;Sun;Sep
Americano with Milk;30,86;Morning;Sun;Sep
Latte;35,76;Afternoon;Sun;Sep
Cortado;25,96;Afternoon;Sun;Sep
Latte;35,76;Afternoon;Sun;Sep
Latte;35,76;Afternoon;Sun;Sep
Cappuccino;35,76;Night;Sun;Sep
Latte;35,76;Night;Sun;Sep
Cortado;25,96;Morning;Mon;Sep
Cortado;25,96;Morning;Mon;Sep
Hot Chocolate;35,76;Morning;Mon;Sep
Americano with Milk;30,86;Morning;Mon;Sep
Cortado;25,96;Morning;Mon;Sep
Americano with Milk;30,86;Morning;Mon;Sep
Americano with Milk;30,86;Afternoon;Mon;Sep
Latte;35,76;Night;Mon;Sep
Americano with Milk;30,86;Night;Mon;Sep
Cortado;25,96;Night;Mon;Sep
Latte;35,76;Night;Mon;Sep
Americano with Milk;30,86;Night;Mon;Sep
Americano with Milk;30,86;Night;Mon;Sep
Americano with Milk;30,86;Night;Mon;Sep
Latte;35,76;Morning;Tue;Oct
Americano with Milk;30,86;Morning;Tue;Oct
Americano with Milk;30,86;Morning;Tue;Oct
Americano with Milk;30,86;Morning;Tue;Oct
Americano with Milk;30,86;Morning;Tue;Oct
Americano with Milk;30,86;Afternoon;Tue;Oct
Americano with Milk;30,86;Afternoon;Tue;Oct
Americano;25,96;Afternoon;Tue;Oct
Americano with Milk;30,86;Afternoon;Tue;Oct
Hot Chocolate;35,76;Afternoon;Tue;Oct
Americano;25,96;Afternoon;Tue;Oct
Latte;35,76;Night;Tue;Oct
Latte;35,76;Night;Tue;Oct
Hot Chocolate;35,76;Night;Tue;Oct
Hot Chocolate;35,76;Night;Tue;Oct
Latte;35,76;Morning;Wed;Oct
Cortado;25,96;Morning;Wed;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Latte;35,76;Morning;Wed;Oct
Americano with Milk;30,86;Morning;Wed;Oct
Cappuccino;35,76;Morning;Wed;Oct
Cappuccino;35,76;Afternoon;Wed;Oct
Hot Chocolate;35,76;Night;Wed;Oct
Hot Chocolate;35,76;Night;Wed;Oct
Hot Chocolate;35,76;Night;Wed;Oct
Hot Chocolate;35,76;Night;Wed;Oct
Cocoa;35,76;Afternoon;Thu;Oct
Americano with Milk;30,86;Afternoon;Thu;Oct
Cortado;25,96;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Cappuccino;35,76;Night;Thu;Oct
Hot Chocolate;35,76;Night;Thu;Oct
Americano;25,96;Morning;Fri;Oct
Americano;25,96;Morning;Fri;Oct
Americano with Milk;30,86;Morning;Fri;Oct
Americano;25,96;Morning;Fri;Oct
Cortado;25,96;Morning;Fri;Oct
Cortado;25,96;Morning;Fri;Oct
Latte;35,76;Night;Fri;Oct
Hot Chocolate;35,76;Night;Fri;Oct
Cocoa;35,76;Night;Fri;Oct
Cortado;25,96;Morning;Sat;Oct
Cortado;25,96;Morning;Sat;Oct
Cocoa;35,76;Morning;Sat;Oct
Cappuccino;35,76;Afternoon;Sat;Oct
Americano;25,96;Night;Sat;Oct
Americano;25,96;Night;Sat;Oct
Cortado;25,96;Morning;Sun;Oct
Cappuccino;35,76;Morning;Sun;Oct
Cortado;25,96;Morning;Sun;Oct
Latte;35,76;Morning;Sun;Oct
Latte;35,76;Afternoon;Sun;Oct
Cappuccino;35,76;Afternoon;Sun;Oct
Americano with Milk;30,86;Afternoon;Sun;Oct
Americano;25,96;Afternoon;Sun;Oct
Cappuccino;35,76;Afternoon;Sun;Oct
Americano with Milk;30,86;Afternoon;Sun;Oct
Latte;35,76;Afternoon;Sun;Oct
Cappuccino;35,76;Afternoon;Sun;Oct
Cappuccino;35,76;Afternoon;Sun;Oct
Espresso;21,06;Afternoon;Sun;Oct
Americano with Milk;30,86;Night;Sun;Oct
Hot Chocolate;35,76;Night;Sun;Oct
Hot Chocolate;35,76;Night;Sun;Oct
Hot Chocolate;35,76;Night;Sun;Oct
Hot Chocolate;35,76;Night;Sun;Oct
Latte;35,76;Night;Sun;Oct
Latte;35,76;Morning;Mon;Oct
Latte;35,76;Morning;Mon;Oct
Americano with Milk;30,86;Morning;Mon;Oct
Cocoa;35,76;Morning;Mon;Oct
Latte;35,76;Morning;Mon;Oct
Americano with Milk;30,86;Afternoon;Mon;Oct
Americano;25,96;Afternoon;Mon;Oct
Americano;25,96;Afternoon;Mon;Oct
Latte;35,76;Night;Mon;Oct
Hot Chocolate;35,76;Night;Mon;Oct
Hot Chocolate;35,76;Night;Mon;Oct
Latte;35,76;Night;Mon;Oct
Latte;35,76;Morning;Tue;Oct
Americano with Milk;30,86;Morning;Tue;Oct
Americano;25,96;Morning;Tue;Oct
Latte;35,76;Morning;Tue;Oct
Latte;35,76;Morning;Tue;Oct
